317,352,-0.6501837372779846,344,378,-0.5670657753944397,351,370,-0.5677772760391235,358,363,-0.5685765147209167,312,402,-0.6477172374725342,295,412,-0.6477593779563904,277,423,-0.6487467288970947,335,355,-0.06927085667848587,225,431,-0.4187602996826172,301,309,-0.4553641378879547,261,334,-0.5594262480735779,280,163,0.2105431854724884,22,307,-0.40165477991104126,264,-81,0.3726823329925537,-207,124,-0.9680315256118774,251,-248,0.11404118686914444,17,58,-1.6430013179779053,252,-314,0.052047304809093475,88,24,-1.784467339515686,248,-298,-0.04177766665816307,117,51,-1.7263044118881226,237,-275,0.05706476420164108,102,53,-1.6255754232406616,74,-268,0.1291774958372116,-138,-187,-0.12682445347309113,-47,-665,0.023548176512122154,-252,-596,-0.16640011966228485,-177,-1043,0.6435125470161438,-358,-981,0.1647000014781952,-204,-1090,0.6583947539329529,-398,-1026,0.17249399423599243,-192,-1168,-0.030513236299157143,-319,-1112,-0.615373432636261,
317,346,-0.7559073567390442,343,376,-0.661950945854187,351,369,-0.6627423167228699,358,363,-0.66316819190979,311,399,-0.7578257322311401,295,409,-0.7579252123832703,277,419,-0.7587652802467346,335,356,-0.14551955461502075,225,430,-0.5588808655738831,300,304,-0.5549920797348022,261,325,-0.6775370836257935,276,163,0.16467541456222534,16,299,-0.5755817294120789,284,-97,0.26466986536979675,-163,20,-1.0048009157180786,291,-248,-0.07308074831962585,89,-46,-1.5578078031539917,308,-313,-0.15685701370239258,149,-83,-1.6892032623291016,300,-295,-0.2317512333393097,173,-49,-1.667986273765564,283,-274,-0.1280135214328766,154,-41,-1.5545223951339722,79,-288,0.1480284035205841,-138,-229,-0.14476698637008667,-19,-699,0.153066024184227,-229,-648,-0.1551479995250702,-72,-1041,0.8592668771743774,-302,-1020,0.26974576711654663,-144,-1127,0.8875907063484192,-345,-1067,0.2916640639305115,-103,-1197,0.2547285854816437,-225,-1148,-0.4669989049434662,
316,345,-0.7945586442947388,342,376,-0.7007908821105957,350,370,-0.7015546560287476,358,365,-0.7020182013511658,310,399,-0.8000892400741577,293,409,-0.8001653552055359,275,419,-0.8009956479072571,335,360,-0.19187721610069275,222,430,-0.6225036978721619,299,303,-0.5966547727584839,260,322,-0.7235549092292786,275,163,0.15172328054904938,4,297,-0.6026662588119507,312,-96,0.28321707248687744,-191,35,-1.0213191509246826,360,-212,-0.045933693647384644,17,-42,-1.5616453886032104,394,-256,-0.11014579236507416,55,-80,-1.7034885883331299,388,-230,-0.19025006890296936,90,-48,-1.709935188293457,363,-219,-0.12429436296224594,77,-39,-1.5812733173370361,79,-293,0.15796537697315216,-141,-235,-0.15431086719036102,-22,-707,0.17522254586219788,-231,-656,-0.1543942391872406,-103,-1073,0.8859942555427551,-309,-1028,0.29654660820961,-152,-1138,0.912878692150116,-352,-1074,0.32029613852500916,-101,-1203,0.28447526693344116,-232,-1156,-0.441128671169281,
314,345,-0.8650308847427368,341,378,-0.7643090486526489,349,372,-0.7649542689323425,357,367,-0.7654444575309753,307,400,-0.851345419883728,291,410,-0.851361095905304,274,420,-0.8521110415458679,335,361,-0.2390129566192627,221,430,-0.6186448335647583,298,303,-0.6647570729255676,260,322,-0.7761136889457703,280,158,0.07336031645536423,0,293,-0.5887213945388794,325,-107,0.12087531387805939,-191,29,-1.075016736984253,359,-213,-0.26225167512893677,19,-35,-1.7273900508880615,388,-257,-0.3591150939464569,62,-67,-1.8809620141983032,380,-229,-0.4210124611854553,95,-36,-1.8556251525878906,359,-217,-0.3148772120475769,82,-30,-1.7325750589370728,94,-302,0.15225158631801605,-136,-244,-0.14769655466079712,-3,-717,0.14604590833187103,-222,-666,-0.14767895638942719,-94,-1095,0.8630080223083496,-291,-1039,0.3146003186702728,-125,-1153,0.8912035226821899,-330,-1087,0.33739784359931946,-85,-1213,0.23685427010059357,-219,-1165,-0.43551117181777954,
314,346,-0.840767502784729,340,379,-0.742531418800354,349,374,-0.7431608438491821,356,369,-0.7436930537223816,306,401,-0.8299900889396667,290,411,-0.8299976587295532,273,421,-0.8307415843009949,335,361,-0.23368453979492188,221,430,-0.6127437353134155,298,303,-0.6480731964111328,260,322,-0.7598873376846313,280,156,0.06967097520828247,-4,292,-0.5988224148750305,317,-107,0.19978074729442596,-208,38,-1.0686343908309937,340,-216,-0.04723261296749115,0,-43,-1.7126296758651733,363,-265,-0.11932824552059174,39,-80,-1.8590341806411743,355,-240,-0.17576667666435242,76,-50,-1.8335775136947632,335,-226,-0.08978082984685898,63,-42,-1.7135660648345947,93,-304,0.14651963114738464,-136,-245,-0.14192917943000793,-6,-719,0.13822856545448303,-225,-668,-0.10733870416879654,-101,-1099,0.8646475076675415,-297,-1041,0.4009431302547455,-130,-1156,0.8912249803543091,-337,-1088,0.4294963479042053,-85,-1216,0.2386791706085205,-225,-1168,-0.3531937301158905,
313,350,-0.8890646696090698,340,382,-0.793267011642456,348,377,-0.793803334236145,356,372,-0.7943867444992065,305,404,-0.8703054189682007,288,413,-0.8703027963638306,272,423,-0.8708676099777222,336,363,-0.28938597440719604,220,430,-0.6229395866394043,299,305,-0.6987121105194092,260,324,-0.7965959310531616,281,152,-0.015766726806759834,-6,291,-0.5840281844139099,315,-120,0.06508035212755203,-207,35,-1.0571156740188599,332,-220,-0.24502691626548767,-1,-37,-1.704359769821167,351,-269,-0.3381541073322296,39,-69,-1.8536617755889893,347,-246,-0.40170398354530334,72,-41,-1.8234214782714844,329,-231,-0.29272589087486267,60,-35,-1.7037436962127686,96,-307,0.10321997106075287,-136,-247,-0.09863917529582977,-6,-722,0.13145267963409424,-225,-669,-0.07163664698600769,-61,-1076,0.8644402623176575,-298,-1040,0.4502785801887512,-129,-1159,0.8956807255744934,-335,-1088,0.480868399143219,-97,-1219,0.23547935485839844,-236,-1166,-0.31064385175704956,
308,350,-0.8838332891464233,336,383,-0.7902794480323792,345,378,-0.790768563747406,353,373,-0.7914241552352905,299,405,-0.8637798428535461,283,414,-0.8637677431106567,266,424,-0.8643280863761902,335,363,-0.2866717576980591,215,430,-0.6050026416778564,296,306,-0.6930266618728638,256,324,-0.7858229875564575,280,153,-0.03375469520688057,-5,290,-0.5672444701194763,313,-117,0.04376903921365738,-207,40,-0.9802302122116089,299,-228,-0.2629706859588623,-12,-45,-1.618053674697876,306,-283,-0.3595633804798126,21,-80,-1.7789983749389648,288,-257,-0.43310609459877014,56,-56,-1.754186987876892,276,-240,-0.3149205446243286,47,-48,-1.6204302310943604,98,-307,0.07357828319072723,-135,-247,-0.06933177262544632,-3,-722,0.12427400052547455,-220,-668,-0.045896582305431366,-54,-1065,0.8816379308700562,-284,-1039,0.4652937054634094,-114,-1158,0.9168053865432739,-315,-1086,0.49659213423728943,-97,-1219,0.25499483942985535,-234,-1164,-0.29307809472084045,
305,351,-0.8545220494270325,333,384,-0.7627997994422913,342,379,-0.7633205056190491,351,375,-0.7639167904853821,296,405,-0.8407516479492188,280,415,-0.8407900929450989,263,424,-0.841472327709198,334,364,-0.2611716389656067,213,430,-0.600631594657898,295,307,-0.6620105504989624,255,324,-0.7607324719429016,277,153,0.005022736731916666,-4,287,-0.5609055161476135,312,-116,0.10337561368942261,-204,43,-0.9717385172843933,291,-250,-0.1790367215871811,-8,-37,-1.5857315063476562,299,-316,-0.26569148898124695,28,-74,-1.7315471172332764,281,-294,-0.34200531244277954,64,-48,-1.7152111530303955,267,-272,-0.23150432109832764,53,-40,-1.5882225036621094,98,-306,0.07765479385852814,-133,-251,-0.07387872040271759,15,-726,0.038915593177080154,-195,-679,-0.061918966472148895,-32,-1066,0.7327055335044861,-257,-1054,0.4396213889122009,-87,-1165,0.7559524774551392,-291,-1103,0.46980538964271545,-66,-1232,0.08135863393545151,-207,-1176,-0.31224876642227173,
301,358,-0.9019705057144165,331,390,-0.8058458566665649,341,385,-0.8065629005432129,350,380,-0.8074348568916321,293,412,-0.8608137369155884,278,421,-0.8605263829231262,262,429,-0.8610574007034302,336,367,-0.293762743473053,213,433,-0.5547050833702087,294,311,-0.714771032333374,252,330,-0.7830018401145935,289,152,-0.12625737488269806,-8,285,-0.43063345551490784,317,-113,-0.05432913824915886,-199,45,-0.9693360328674316,317,-248,-0.25937989354133606,-1,49,-1.7821563482284546,333,-314,-0.3389682471752167,39,42,-1.9443786144256592,317,-289,-0.4195857644081116,67,74,-1.9037128686904907,300,-267,-0.3077080249786377,54,64,-1.7827857732772827,109,-307,0.015886573120951653,-124,-250,-0.012223269790410995,37,-728,-0.0491667166352272,-178,-679,0.18314652144908905,-30,-1101,0.6437711119651794,-237,-1054,0.8357218503952026,-53,-1165,0.6634242534637451,-263,-1102,0.8814651370048523,-54,-1232,-0.07539070397615433,-208,-1173,0.084710493683815,
300,358,-0.8953015208244324,330,390,-0.7986410856246948,340,384,-0.7995063066482544,349,380,-0.8009648323059082,291,412,-0.842385470867157,275,420,-0.8421534299850464,259,429,-0.8429017066955566,335,367,-0.24137604236602783,212,433,-0.505196213722229,293,311,-0.6943464875221252,250,330,-0.7553908228874207,289,149,-0.07944611459970474,-7,277,-0.4013805389404297,317,-114,0.04094145447015762,-204,56,-1.006285309791565,332,-168,-0.1885375827550888,0,46,-1.799155831336975,348,-196,-0.22569343447685242,41,31,-1.9450771808624268,347,-160,-0.2412281334400177,71,62,-1.8916229009628296,330,-155,-0.19263321161270142,58,57,-1.7924162149429321,108,-308,0.024388257414102554,-123,-250,-0.020096590742468834,34,-731,0.11119606345891953,-175,-680,0.11912982165813446,-36,-1107,0.8675654530525208,-233,-1053,0.6892105340957642,-57,-1163,0.8997516632080078,-263,-1101,0.7269530892372131,-45,-1233,0.22529754042625427,-196,-1172,-0.13873466849327087,
